0.49058,2.4168,0.8219,0.41888,1.026,0.77968
0.49058,2.4168,0.8219,0.41888,2.6034,0.77968
0.49058,2.4168,0.8219,1.4023,1.8147,2.1433
0.49058,2.4168,0.8219,1.4023,2.6034,0.77968
0.49058,2.4168,0.8219,2.3858,0.23734,0.77968
0.49058,2.4168,0.8219,2.3858,1.8147,0.77968
0.49058,2.4168,2.2253,0.41888,0.23734,0.77968
0.49058,2.4168,2.2253,0.41888,0.23734,2.1433
0.49058,2.4168,2.2253,0.41888,1.026,0.77968
0.49058,2.4168,2.2253,0.41888,2.6034,2.1433
0.49058,2.4168,2.2253,1.4023,1.8147,2.1433
0.49058,2.4168,2.2253,1.4023,2.6034,2.1433
0.49058,2.4168,2.2253,2.3858,2.6034,0.77968
1.5398,0.42812,0.8219,0.41888,0.23734,0.77968
1.5398,0.42812,0.8219,0.41888,0.23734,2.1433
1.5398,0.42812,0.8219,0.41888,2.6034,0.77968
1.5398,0.42812,0.8219,0.41888,2.6034,2.1433
1.5398,0.42812,0.8219,1.4023,0.23734,0.77968
1.5398,0.42812,0.8219,1.4023,0.23734,2.1433
1.5398,0.42812,0.8219,2.3858,1.026,2.1433
1.5398,0.42812,0.8219,2.3858,1.8147,2.1433
1.5398,0.42812,0.8219,2.3858,2.6034,0.77968
1.5398,0.42812,2.2253,0.41888,1.026,2.1433
1.5398,0.42812,2.2253,1.4023,2.6034,0.77968
1.5398,0.42812,2.2253,2.3858,0.23734,2.1433
1.5398,1.4225,0.8219,0.41888,1.8147,2.1433
1.5398,1.4225,0.8219,0.41888,2.6034,2.1433
1.5398,1.4225,0.8219,1.4023,0.23734,2.1433
1.5398,1.4225,0.8219,1.4023,1.026,0.77968
1.5398,1.4225,0.8219,2.3858,0.23734,0.77968
1.5398,1.4225,0.8219,2.3858,1.026,2.1433
1.5398,1.4225,0.8219,2.3858,1.8147,0.77968
1.5398,1.4225,0.8219,2.3858,1.8147,2.1433
1.5398,1.4225,0.8219,2.3858,2.6034,2.1433
1.5398,1.4225,2.2253,0.41888,1.026,2.1433
1.5398,1.4225,2.2253,1.4023,0.23734,2.1433
1.5398,1.4225,2.2253,1.4023,1.8147,0.77968
1.5398,1.4225,2.2253,1.4023,1.8147,2.1433
1.5398,1.4225,2.2253,2.3858,2.6034,0.77968
1.5398,2.4168,0.8219,0.41888,1.8147,0.77968
1.5398,2.4168,0.8219,1.4023,0.23734,0.77968
1.5398,2.4168,0.8219,1.4023,1.026,0.77968
1.5398,2.4168,0.8219,1.4023,1.026,2.1433
1.5398,2.4168,0.8219,1.4023,1.8147,2.1433
1.5398,2.4168,0.8219,2.3858,1.8147,0.77968
1.5398,2.4168,2.2253,0.41888,0.23734,2.1433
1.5398,2.4168,2.2253,0.41888,1.026,2.1433
1.5398,2.4168,2.2253,0.41888,2.6034,0.77968
1.5398,2.4168,2.2253,1.4023,1.8147,0.77968
1.5398,2.4168,2.2253,1.4023,2.6034,2.1433
1.5398,2.4168,2.2253,2.3858,0.23734,0.77968
1.5398,2.4168,2.2253,2.3858,1.026,0.77968
1.5398,2.4168,2.2253,2.3858,2.6034,2.1433
2.5889,0.42812,0.8219,0.41888,0.23734,0.77968
2.5889,0.42812,0.8219,0.41888,1.026,0.77968
2.5889,0.42812,0.8219,0.41888,1.8147,0.77968
2.5889,0.42812,0.8219,1.4023,2.6034,2.1433
2.5889,0.42812,0.8219,2.3858,0.23734,2.1433
2.5889,0.42812,0.8219,2.3858,2.6034,2.1433
2.5889,0.42812,2.2253,0.41888,1.026,0.77968
2.5889,0.42812,2.2253,1.4023,1.8147,2.1433
2.5889,0.42812,2.2253,1.4023,2.6034,2.1433
2.5889,0.42812,2.2253,2.3858,0.23734,0.77968
2.5889,1.4225,0.8219,0.41888,1.026,2.1433
2.5889,1.4225,0.8219,0.41888,2.6034,0.77968
2.5889,1.4225,0.8219,1.4023,1.8147,0.77968
2.5889,1.4225,0.8219,2.3858,0.23734,2.1433
2.5889,1.4225,2.2253,0.41888,1.026,2.1433
2.5889,1.4225,2.2253,0.41888,1.8147,2.1433
2.5889,1.4225,2.2253,1.4023,0.23734,2.1433
2.5889,1.4225,2.2253,2.3858,0.23734,0.77968
2.5889,1.4225,2.2253,2.3858,1.8147,2.1433
2.5889,1.4225,2.2253,2.3858,2.6034,0.77968
2.5889,2.4168,0.8219,0.41888,1.8147,2.1433
2.5889,2.4168,0.8219,0.41888,2.6034,0.77968
2.5889,2.4168,0.8219,1.4023,2.6034,2.1433
2.5889,2.4168,0.8219,2.3858,0.23734,0.77968
2.5889,2.4168,0.8219,2.3858,1.026,0.77968
2.5889,2.4168,0.8219,2.3858,1.026,2.1433
2.5889,2.4168,0.8219,2.3858,2.6034,0.77968
2.5889,2.4168,2.2253,0.41888,0.23734,0.77968
2.5889,2.4168,2.2253,0.41888,0.23734,2.1433
2.5889,2.4168,2.2253,1.4023,1.026,2.1433
2.5889,2.4168,2.2253,1.4023,1.8147,2.1433
2.5889,2.4168,2.2253,2.3858,0.23734,0.77968
2.5889,2.4168,2.2253,2.3858,1.8147,2.1433
2.5889,2.4168,2.2253,2.3858,2.6034,2.1433
